algorithm,seed,timestep,value,metric
MAPPO,0,3760000,2435.6134674251907,avg_latency_ms
MAPPO,0,3770000,1011.3048755202692,avg_latency_ms
MAPPO,0,3780000,3631.516963512022,avg_latency_ms
MAPPO,0,3790000,2704.2772002970487,avg_latency_ms
MAPPO,0,3800000,2678.442135611252,avg_latency_ms
MAPPO,0,3810000,4272.705372424467,avg_latency_ms
MAPPO,0,3820000,1553.0027722988427,avg_latency_ms
MAPPO,0,3830000,3145.19134338278,avg_latency_ms
MAPPO,0,3840000,3199.3507541003737,avg_latency_ms
MAPPO,0,3850000,1615.4689613311127,avg_latency_ms
MAPPO,0,3860000,1541.2836000428465,avg_latency_ms
MAPPO,0,3870000,3789.643680593541,avg_latency_ms
MAPPO,0,3880000,3305.6316519300285,avg_latency_ms
MAPPO,0,3890000,3315.729336741665,avg_latency_ms
MAPPO,0,3900000,2209.4570355661103,avg_latency_ms
MAPPO,0,3910000,3846.464721030071,avg_latency_ms
MAPPO,0,3920000,3832.187149124705,avg_latency_ms
MAPPO,0,3930000,1667.6954557259,avg_latency_ms
MAPPO,0,3940000,3871.127388889169,avg_latency_ms
MAPPO,0,3950000,4400.210040536363,avg_latency_ms
MAPPO,0,3960000,2741.4724152667523,avg_latency_ms
MAPPO,0,3970000,1648.7638784894018,avg_latency_ms
MAPPO,0,3980000,4363.456573865587,avg_latency_ms
MAPPO,0,3990000,4375.455057373191,avg_latency_ms
MAPPO,0,4000000,1104.2622957670255,avg_latency_ms
MAPPO,0,4010000,2778.9967982584853,avg_latency_ms
MAPPO,0,4020000,2770.318839428933,avg_latency_ms
MAPPO,0,4030000,1658.3555068940684,avg_latency_ms
MAPPO,0,4040000,2192.748310903415,avg_latency_ms
MAPPO,0,4050000,2748.440737472818,avg_latency_ms
MAPPO,0,4060000,2756.589825370233,avg_latency_ms
MAPPO,0,4070000,1087.2616079582715,avg_latency_ms
MAPPO,0,4080000,4949.149858273625,avg_latency_ms
MAPPO,0,4090000,2193.472822161302,avg_latency_ms
MAPPO,0,4100000,3279.6027036895,avg_latency_ms
MAPPO,0,4110000,2728.299508956853,avg_latency_ms
MAPPO,0,4120000,3301.2588502656085,avg_latency_ms
MAPPO,0,4130000,2186.197614951489,avg_latency_ms
MAPPO,0,4140000,2757.776483421896,avg_latency_ms
MAPPO,0,4150000,3311.6401919900404,avg_latency_ms
MAPPO,0,4160000,3298.7301344322323,avg_latency_ms
MAPPO,0,4170000,3815.578617340127,avg_latency_ms
MAPPO,0,4180000,4432.455936715918,avg_latency_ms
MAPPO,0,4190000,2214.248239091213,avg_latency_ms
MAPPO,0,4200000,1687.8279582317234,avg_latency_ms
MAPPO,0,4210000,2773.759372463962,avg_latency_ms
MAPPO,0,4220000,1114.237566678225,avg_latency_ms
MAPPO,0,4230000,3866.8426697219256,avg_latency_ms
MAPPO,0,4240000,3292.105089407248,avg_latency_ms
MAPPO,0,4250000,2738.582902144012,avg_latency_ms
MAPPO,0,4260000,3859.669421441664,avg_latency_ms
MAPPO,0,4270000,2759.6146782917776,avg_latency_ms
MAPPO,0,4280000,3842.133719990253,avg_latency_ms
MAPPO,0,4290000,2207.146079437876,avg_latency_ms
MAPPO,0,4300000,3858.9671117440025,avg_latency_ms
MAPPO,0,4310000,2704.0959842097745,avg_latency_ms
MAPPO,0,4320000,3823.650942578674,avg_latency_ms
MAPPO,0,4330000,2238.552218388616,avg_latency_ms
MAPPO,0,4340000,1678.4506543633336,avg_latency_ms
MAPPO,0,4350000,2229.7323323875094,avg_latency_ms
MAPPO,0,4360000,565.8214339052635,avg_latency_ms
MAPPO,0,4370000,2210.4366718931533,avg_latency_ms
MAPPO,0,4380000,2175.9335800989065,avg_latency_ms
MAPPO,0,4390000,3268.373630423891,avg_latency_ms
MAPPO,0,4400000,2726.5631589665504,avg_latency_ms
MAPPO,0,4410000,2756.084240271096,avg_latency_ms
MAPPO,0,4420000,1121.0907129530867,avg_latency_ms
MAPPO,0,4430000,3780.150725752216,avg_latency_ms
MAPPO,0,4440000,1667.869037214578,avg_latency_ms
MAPPO,0,4450000,2723.280147802935,avg_latency_ms
MAPPO,0,4460000,2743.178944962658,avg_latency_ms
MAPPO,0,4470000,2750.296306314105,avg_latency_ms
