algorithm,seed,timestep,episode_return_mean
IPPO,3,249856,-2635.275855772495
IPPO,3,258048,-2639.1887003063266
IPPO,3,270336,-2628.640065189
IPPO,3,278528,-2668.4585535169936
IPPO,3,290816,-2644.9601861377955
IPPO,3,299008,-2700.174697266568
IPPO,3,311296,-2716.2634321294136
IPPO,3,319488,-2729.559216673269
IPPO,3,331776,-2668.31074853887
IPPO,3,339968,-2688.017354239359
IPPO,3,352256,-2748.5337022180483
IPPO,3,360448,-2710.138828404537
IPPO,3,372736,-2764.4057097770337
IPPO,3,380928,-2710.780894941419
IPPO,3,393216,-2753.3023403751217
IPPO,3,401408,-2763.146350832709
IPPO,3,413696,-2776.5318476784123
IPPO,3,421888,-2763.4264244388087
IPPO,3,434176,-2790.741514163616
IPPO,3,442368,-2772.47532155151
IPPO,3,454656,-2822.44686093482
IPPO,3,462848,-2838.567206979848
IPPO,3,475136,-2787.039146382156
IPPO,3,483328,-2860.348637737554
IPPO,3,495616,-2860.8582449795144
IPPO,3,503808,-2753.5247933033465
IPPO,3,516096,-2864.972282497436
IPPO,3,524288,-2749.190416175803
IPPO,3,536576,-2739.851148820106
IPPO,3,544768,-2882.072953568391
IPPO,3,557056,-2877.2995601539083
IPPO,3,565248,-2870.93942796985
IPPO,3,577536,-2707.336768477399
IPPO,3,585728,-2899.1632417938126
IPPO,3,598016,-2951.97144013057
IPPO,3,606208,-2950.311252418502
IPPO,3,618496,-2958.5687006513576
IPPO,3,626688,-2668.44578724847
IPPO,3,638976,-2687.8005088815903
IPPO,3,647168,-2963.746299321754
IPPO,3,659456,-2704.197182699804
IPPO,3,667648,-2993.790916888421
IPPO,3,679936,-2720.130276898414
IPPO,3,688128,-2976.810202757807
IPPO,3,700416,-2759.844880431336
IPPO,3,708608,-2784.250611462728
IPPO,3,720896,-2988.6561220707763
IPPO,3,729088,-2835.9747359111734
IPPO,3,741376,-2841.2161701637856
IPPO,3,749568,-2858.3862300879
IPPO,3,761856,-2898.168327440545
IPPO,3,770048,-2916.929539426412
IPPO,3,782336,-2977.285371278279
IPPO,3,790528,-2986.484308391909
IPPO,3,802816,-2984.508742406252
IPPO,3,811008,-2981.604868918531
IPPO,3,823296,-2978.4751457018733
IPPO,3,831488,-2977.9216530984622
IPPO,3,843776,-2972.4451140648976
IPPO,3,851968,-2956.5440575825774
IPPO,3,864256,-2962.1259083682426
IPPO,3,872448,-2968.983911977439
IPPO,3,884736,-2957.675251454317
IPPO,3,892928,-2966.0598730017687
IPPO,3,905216,-2946.5299949984355
IPPO,3,913408,-2940.707084303407
IPPO,3,925696,-2951.0907098623743
IPPO,3,933888,-2964.522112347607
IPPO,3,946176,-2975.4653570647324
IPPO,3,954368,-2991.942414453535
IPPO,3,966656,-3003.1664290014887
IPPO,3,974848,-3005.191415385173
IPPO,3,987136,-2945.980566479896
IPPO,3,995328,-2972.37438976287
IPPO,3,1007616,-2971.696089984488
IPPO,3,1015808,-2976.656511333848
IPPO,3,1028096,-3005.2995899741613
IPPO,3,1036288,-2974.2456975550303
IPPO,3,1048576,-2984.4808456303003
IPPO,3,1056768,-2999.9027466655893
IPPO,3,1069056,-2966.3708256784325
IPPO,3,1077248,-2962.599588312822
IPPO,3,1089536,-3016.818845138696
IPPO,3,1097728,-2995.805494986659
IPPO,3,1110016,-3012.0351323624923
IPPO,3,1118208,-2946.2673254499123
IPPO,3,1130496,-3015.957564029071
IPPO,3,1138688,-2948.93017302044
IPPO,3,1150976,-2911.191522817522
IPPO,3,1159168,-2992.8036521789736
IPPO,3,1171456,-2880.1718317219056
IPPO,3,1179648,-2993.0158263359062
IPPO,3,1191936,-2896.2370896392786
IPPO,3,1200128,-2992.821523773846
IPPO,3,1212416,-2857.2990705460497
IPPO,3,1220608,-2984.566587513088
IPPO,3,1232896,-3004.928083337914
IPPO,3,1241088,-2828.2364625720165
IPPO,3,1253376,-2854.337395714686
IPPO,3,1261568,-3067.44595277308
IPPO,3,1273856,-3055.350115250821
IPPO,3,1282048,-3080.027107538498
IPPO,3,1294336,-2841.2105471816985
IPPO,3,1302528,-3092.2151552976097
IPPO,3,1314816,-2837.332587534186
IPPO,3,1323008,-2843.468621213606
IPPO,3,1335296,-2839.350612538852
IPPO,3,1343488,-3068.01304602175
IPPO,3,1355776,-3047.796780352857
IPPO,3,1363968,-3049.192056947192
IPPO,3,1376256,-2823.540173301617
IPPO,3,1384448,-2823.0488233733395
IPPO,3,1396736,-3021.7291307116934
IPPO,3,1404928,-2809.448604557157
IPPO,3,1417216,-3021.6252283717267
IPPO,3,1425408,-3026.6051721475005
IPPO,3,1437696,-3023.208535061397
IPPO,3,1445888,-2771.4366564021843
IPPO,3,1458176,-2776.5064898200467
IPPO,3,1466368,-2783.186184264622
IPPO,3,1478656,-3022.466165038372
IPPO,3,1486848,-2796.954182265305
IPPO,3,1499136,-3022.9067715095034
IPPO,3,1507328,-2792.4091818635
IPPO,3,1519616,-2798.6499603285006
IPPO,3,1527808,-2813.956331834184
IPPO,3,1540096,-2976.060613731681
IPPO,3,1548288,-2840.7325846328454
IPPO,3,1560576,-2980.4769431041573
IPPO,3,1568768,-2851.1645726693864
IPPO,3,1581056,-2854.159394860012
IPPO,3,1589248,-2849.2437949562573
IPPO,3,1601536,-2951.228328950427
IPPO,3,1609728,-2972.1156228424584
IPPO,3,1622016,-2966.400804278928
IPPO,3,1630208,-2995.170581442324
IPPO,3,1642496,-3004.0196267202687
IPPO,3,1650688,-2818.7469396272445
IPPO,3,1662976,-2812.9834069071267
IPPO,3,1671168,-2797.182876236935
IPPO,3,1683456,-2954.655997536336
IPPO,3,1691648,-2771.14755367503
IPPO,3,1703936,-2986.683363067288
IPPO,3,1712128,-2761.7883774508105
IPPO,3,1724416,-2773.3112587316286
IPPO,3,1732608,-2768.981044460253
IPPO,3,1744896,-2962.1281680788725
IPPO,3,1753088,-2974.9169226317726
IPPO,3,1765376,-2762.0769397277268
IPPO,3,1773568,-2770.473824617283
IPPO,3,1785856,-3026.338629252236
IPPO,3,1794048,-2794.88479610277
IPPO,3,1806336,-2767.80327385321
IPPO,3,1814528,-2788.456284297636
IPPO,3,1826816,-2779.509814347165
IPPO,3,1835008,-2803.328661638004
IPPO,3,1847296,-3118.6195203024663
IPPO,3,1855488,-3145.2432430207864
IPPO,3,1867776,-3170.888103158367
IPPO,3,1875968,-3178.2221510360487
IPPO,3,1888256,-3177.067827069612
IPPO,3,1896448,-3188.66924666789
IPPO,3,1908736,-3206.155724537284
IPPO,3,1916928,-3204.9780944426257
IPPO,3,1929216,-2998.959475400893
IPPO,3,1937408,-3239.160629554893
IPPO,3,1949696,-3229.211011077735
IPPO,3,1957888,-3251.9955956046338
IPPO,3,1970176,-3270.9374989305734
IPPO,3,1978368,-3283.777641851353
IPPO,3,1990656,-3313.761594785774
IPPO,3,1998848,-3114.8933110428466
IPPO,3,2011136,-3125.3589440127857
IPPO,3,2019328,-3133.184003286413
IPPO,3,2031616,-3295.921072458966
IPPO,3,2039808,-3300.2543213755685
IPPO,3,2052096,-3284.2323453729355
IPPO,3,2060288,-3107.462290810452
IPPO,3,2072576,-3248.6002534582194
IPPO,3,2080768,-3088.897188649102
IPPO,3,2093056,-3252.9642250969646
IPPO,3,2101248,-3096.10206583294
IPPO,3,2113536,-3266.663068214471
IPPO,3,2121728,-3272.955596768872
IPPO,3,2134016,-3268.7396974159424
IPPO,3,2142208,-3145.4134841414434
IPPO,3,2154496,-3144.6001555484063
IPPO,3,2162688,-3144.6767109382463
IPPO,3,2174976,-3264.0911984411864
IPPO,3,2183168,-3146.4404094179904
IPPO,3,2195456,-3232.9583704306774
IPPO,3,2203648,-3239.142047760757
IPPO,3,2215936,-3241.169234650894
IPPO,3,2224128,-3188.8330609613754
IPPO,3,2236416,-3198.938473587712
IPPO,3,2244608,-3216.547645568964
IPPO,3,2256896,-3230.248574653208
IPPO,3,2265088,-3293.295277048666
IPPO,3,2277376,-3258.469058718892
IPPO,3,2285568,-3283.6279689381777
IPPO,3,2297856,-3327.9177987688654
IPPO,3,2306048,-3342.4277266943373
IPPO,3,2318336,-3252.250576339587
IPPO,3,2326528,-3369.016357131754
IPPO,3,2338816,-3234.174632058612
IPPO,3,2347008,-3230.3761655142484
IPPO,3,2359296,-3214.161663937424
IPPO,3,2367488,-3237.382236327235
IPPO,3,2379776,-3247.6587329708195
IPPO,3,2387968,-3406.0436137377915
IPPO,3,2400256,-3389.2276369717265
IPPO,3,2408448,-3386.6626868317776
IPPO,3,2420736,-3368.4400318374364
IPPO,3,2428928,-3377.5950380068634
IPPO,3,2441216,-3415.910947277608
IPPO,3,2449408,-3448.0529098103552
IPPO,3,2461696,-3357.651660798193
IPPO,3,2469888,-3454.6353899622995
IPPO,3,2482176,-3355.1309269041903
IPPO,3,2490368,-3474.464534749406
IPPO,3,2502656,-3488.5092293952366
IPPO,3,2510848,-3484.0198419693183
IPPO,3,2523136,-3373.260892282616
IPPO,3,2531328,-3439.222476194311
IPPO,3,2543616,-3407.0999832378257
IPPO,3,2551808,-3430.120225872606
IPPO,3,2564096,-3442.911801016025
IPPO,3,2572288,-3446.5789096117264
IPPO,3,2584576,-3469.352697043567
IPPO,3,2592768,-3342.964220267533
IPPO,3,2605056,-3322.4144755882967
IPPO,3,2613248,-3468.2728669555386
IPPO,3,2625536,-3311.157473950495
IPPO,3,2633728,-3419.29837193541
IPPO,3,2646016,-3287.9343125107885
IPPO,3,2654208,-3399.7188555921207
IPPO,3,2666496,-3355.590433312497
IPPO,3,2674688,-3372.242563169585
IPPO,3,2686976,-3329.433153089321
IPPO,3,2695168,-3305.2000725794846
IPPO,3,2707456,-3291.5347114284004
IPPO,3,2715648,-3296.99861191895
IPPO,3,2727936,-3274.2155176020706
IPPO,3,2736128,-3266.698954438767
IPPO,3,2748416,-3229.6664533701723
IPPO,3,2756608,-3306.922807568637
IPPO,3,2768896,-3216.5191083304344
IPPO,3,2777088,-3236.710272529304
IPPO,3,2789376,-3163.743703113837
IPPO,3,2797568,-3211.479498737436
IPPO,3,2809856,-3202.693637118115
IPPO,3,2818048,-3095.301075250037
IPPO,3,2830336,-3148.729357134869
IPPO,3,2838528,-3106.41231926692
IPPO,3,2850816,-3083.0814874042712
IPPO,3,2859008,-3101.962502532074
IPPO,3,2871296,-3029.273029261503
IPPO,3,2879488,-3029.7035852806016
IPPO,3,2891776,-3114.1430886036173
IPPO,3,2899968,-3110.430296598769
IPPO,3,2912256,-2994.250010312776
IPPO,3,2920448,-2999.225719438245
IPPO,3,2932736,-2979.637187248662
IPPO,3,2940928,-2944.73345556142
IPPO,3,2953216,-3114.9812207454693
IPPO,3,2961408,-2983.0985160998785
IPPO,3,2973696,-3090.6419742013163
IPPO,3,2981888,-3088.3188716725995
IPPO,3,2994176,-2983.914348291458
IPPO,3,3002368,-2986.383985880645
IPPO,3,3014656,-3085.1471377643647
IPPO,3,3022848,-2950.476552714485
IPPO,3,3035136,-2947.6725734739816
IPPO,3,3043328,-3048.489484401161
IPPO,3,3055616,-2930.556066158269
IPPO,3,3063808,-3056.085313774668
IPPO,3,3076096,-3050.9518089052312
IPPO,3,3084288,-2918.418900628888
IPPO,3,3096576,-2921.8183188345224
IPPO,3,3104768,-3057.9179242263613
IPPO,3,3117056,-3071.90289126858
IPPO,3,3125248,-3060.2833324722683
IPPO,3,3137536,-3084.2609502995124
IPPO,3,3145728,-3078.1672675867408
IPPO,3,3158016,-2925.6326560952525
IPPO,3,3166208,-3074.394050474744
IPPO,3,3178496,-3086.89233964228
IPPO,3,3186688,-3060.347691350369
IPPO,3,3198976,-3045.5690222133308
IPPO,3,3207168,-3049.50582528343
IPPO,3,3219456,-2917.701539864649
IPPO,3,3227648,-2935.4254084085155
IPPO,3,3239936,-3038.664574267559
IPPO,3,3248128,-3044.4443018659704
IPPO,3,3260416,-3048.721285726878
IPPO,3,3268608,-3047.123749837996
IPPO,3,3280896,-3053.188654212527
IPPO,3,3289088,-2909.9188263683427
IPPO,3,3301376,-2891.063880590634
IPPO,3,3309568,-2880.615679883055
IPPO,3,3321856,-2873.0046249759102
IPPO,3,3330048,-3160.380826591335
IPPO,3,3342336,-3171.135811327886
IPPO,3,3350528,-3169.6420192339174
IPPO,3,3362816,-2857.4869174196983
IPPO,3,3371008,-3169.1293972961203
IPPO,3,3383296,-3140.824372005268
IPPO,3,3391488,-2815.6037837369577
IPPO,3,3403776,-2832.0567038676354
IPPO,3,3411968,-3082.6283622922883
IPPO,3,3424256,-3055.353814509574
IPPO,3,3432448,-2824.427152999006
IPPO,3,3444736,-2820.3414358179893
IPPO,3,3452928,-2827.9805097080207
IPPO,3,3465216,-3006.11653297778
IPPO,3,3473408,-2996.1384353728445
IPPO,3,3485696,-3008.7637923946954
IPPO,3,3493888,-3009.7676921513485
IPPO,3,3506176,-3011.7923510777364
IPPO,3,3514368,-3011.7733486948587
IPPO,3,3526656,-3032.803511715736
IPPO,3,3534848,-2827.335963627157
IPPO,3,3547136,-3008.173196342559
IPPO,3,3555328,-2785.9525356814947
IPPO,3,3567616,-3011.513716782776
IPPO,3,3575808,-2789.661934454936
IPPO,3,3588096,-2989.96084410232
IPPO,3,3596288,-2793.9537311338845
IPPO,3,3608576,-2989.9644163734547
IPPO,3,3616768,-2777.5521216484512
IPPO,3,3629056,-2957.5516595755075
IPPO,3,3637248,-2788.2658082036346
IPPO,3,3649536,-2811.5856377479045
IPPO,3,3657728,-2797.9785299975706
IPPO,3,3670016,-2791.4696450259803
IPPO,3,3678208,-2960.6208261389734
IPPO,3,3690496,-2785.7562588779706
IPPO,3,3698688,-2957.768130888809
IPPO,3,3710976,-2777.516158987813
IPPO,3,3719168,-2959.2809837013647
IPPO,3,3731456,-2956.1789361025308
IPPO,3,3739648,-2767.9074168560887
IPPO,3,3751936,-2951.850076358797
IPPO,3,3760128,-2950.7086316957702
IPPO,3,3772416,-2781.2137205087747
IPPO,3,3780608,-2768.1712424831885
IPPO,3,3792896,-3006.5399148608417
IPPO,3,3801088,-3025.3788923821035
IPPO,3,3813376,-2758.8501099567493
IPPO,3,3821568,-2774.268852499609
IPPO,3,3833856,-2762.921132502426
IPPO,3,3842048,-2995.263523529444
IPPO,3,3854336,-2753.400624912644
IPPO,3,3862528,-2745.723092345542
IPPO,3,3874816,-2736.4496002711912
IPPO,3,3883008,-2746.89479627642
IPPO,3,3895296,-2759.6342043995846
IPPO,3,3903488,-2756.7441910058174
IPPO,3,3915776,-2750.539501844285
IPPO,3,3923968,-3007.148040362724
IPPO,3,3936256,-3013.302756602569
IPPO,3,3944448,-2769.9860710950657
IPPO,3,3956736,-3010.6743890281896
IPPO,3,3964928,-2780.3965647021537
IPPO,3,3977216,-3030.3101666362727
IPPO,3,3985408,-2762.335337821589
IPPO,3,3997696,-3015.784621215089
IPPO,3,4005888,-3009.096371413968
IPPO,3,4018176,-2998.619802170217
IPPO,3,4026368,-2995.310183201937
IPPO,3,4038656,-3017.2122986050326
IPPO,3,4046848,-3019.1961152802314
IPPO,3,4059136,-3017.211015854376
IPPO,3,4067328,-2747.9672973530223
IPPO,3,4079616,-2754.4226878953004
IPPO,3,4087808,-3022.1712225108854
IPPO,3,4100096,-3003.5377369058115
IPPO,3,4108288,-3014.503442569301
IPPO,3,4120576,-2766.8135789977136
IPPO,3,4128768,-3019.9764690736247
IPPO,3,4141056,-2759.337861238672
IPPO,3,4149248,-2764.721593012925
IPPO,3,4161536,-2777.210633787202
IPPO,3,4169728,-3037.6716394870296
IPPO,3,4182016,-2759.126266137624
IPPO,3,4190208,-2752.104113467483
IPPO,3,4202496,-2771.01213126786
IPPO,3,4210688,-2756.8140421095013
IPPO,3,4222976,-3060.4692538069107
IPPO,3,4231168,-3068.155411605482
IPPO,3,4243456,-2777.9175434889075
IPPO,3,4251648,-2776.369574338013
IPPO,3,4263936,-2779.9220911299344
IPPO,3,4272128,-3138.928778756184
IPPO,3,4284416,-3164.503652225721
IPPO,3,4292608,-3170.480098427263
IPPO,3,4304896,-2786.420172051697
IPPO,3,4313088,-3189.994607013832
IPPO,3,4325376,-3206.590798732648
IPPO,3,4333568,-2793.8355536722
IPPO,3,4345856,-3212.7123496876534
IPPO,3,4354048,-2770.99031942138
IPPO,3,4366336,-3218.9697074345186
IPPO,3,4374528,-3211.686259873016
IPPO,3,4386816,-2744.715992527546
IPPO,3,4395008,-3191.5002857133595
IPPO,3,4407296,-2720.4944820048613
IPPO,3,4415488,-2711.122843676611
IPPO,3,4427776,-2701.79307295551
IPPO,3,4435968,-2693.1994400524995
IPPO,3,4448256,-2681.08995428299
IPPO,3,4456448,-3087.4656132131163
IPPO,3,4468736,-3072.435029431645
IPPO,3,4476928,-3095.1978910660087
IPPO,3,4489216,-3081.7980070373715
IPPO,3,4497408,-2705.8220078641248
IPPO,3,4509696,-3068.449026820244
IPPO,3,4517888,-2687.840438127283
IPPO,3,4530176,-3065.025198077558
IPPO,3,4538368,-2680.1276929688493
IPPO,3,4550656,-3046.2424230255583
IPPO,3,4558848,-2706.2661063813453
IPPO,3,4571136,-3030.9425157974288
IPPO,3,4579328,-2716.898739007919
IPPO,3,4591616,-3055.296743266468
IPPO,3,4599808,-3070.1243586966
IPPO,3,4612096,-3073.7743327866588
IPPO,3,4620288,-2762.232413019097
IPPO,3,4632576,-2745.5943218354323
IPPO,3,4640768,-3141.731081435954
IPPO,3,4653056,-3139.3288588651685
IPPO,3,4661248,-3152.4426515576447
IPPO,3,4673536,-3184.8154570489087
IPPO,3,4681728,-2757.308195284493
IPPO,3,4694016,-3151.8176860058475
IPPO,3,4702208,-3171.26861175874
IPPO,3,4714496,-3184.118258883331
IPPO,3,4722688,-2768.475884772664
IPPO,3,4734976,-2789.23991875677
IPPO,3,4743168,-3132.883032110833
IPPO,3,4755456,-3119.1520981617614
IPPO,3,4763648,-2766.9856841044675
IPPO,3,4775936,-2774.942848457662
IPPO,3,4784128,-3137.9711137492745
IPPO,3,4796416,-2784.714370023657
IPPO,3,4804608,-2782.8356616020283
IPPO,3,4816896,-3108.129812405036
IPPO,3,4825088,-2778.823877282601
IPPO,3,4837376,-3145.8011384381866
IPPO,3,4845568,-2789.9978173477643
IPPO,3,4857856,-2786.3200408732387
IPPO,3,4866048,-2795.095644655388
IPPO,3,4878336,-2771.405821926526
IPPO,3,4886528,-2760.31626872239
IPPO,3,4898816,-3133.729890963968
IPPO,3,4907008,-2767.767908321696
IPPO,3,4919296,-2752.098212917075
IPPO,3,4927488,-2769.4972085874533
IPPO,3,4939776,-3056.746995883903
IPPO,3,4947968,-2761.785882880344
IPPO,3,4960256,-3023.8970468032294
IPPO,3,4968448,-2767.9323148606795
IPPO,3,4980736,-2776.2475177071087
IPPO,3,4988928,-2782.482698128502
IPPO,3,5001216,-3001.698893238773
IPPO,4,4096,-2515.643795247414
IPPO,4,12288,-2608.309212970541
IPPO,4,24576,-2569.828676338521
IPPO,4,32768,-2562.789873331957
IPPO,4,45056,-2548.352343923152
IPPO,4,53248,-2565.805421077819
IPPO,4,65536,-2538.9036144388683
IPPO,4,73728,-2545.3961972648854
IPPO,4,86016,-2547.186009910931
IPPO,4,94208,-2581.1423396162413
IPPO,4,106496,-2586.530638304966
IPPO,4,114688,-2559.9157329456443
IPPO,4,126976,-2570.8583558715363
IPPO,4,135168,-2597.7291654583964
IPPO,4,147456,-2592.8232936505046
IPPO,4,155648,-2614.6790206863857
IPPO,4,167936,-2621.1067917804826
IPPO,4,176128,-2634.831029200699
IPPO,4,188416,-2613.519956050285
IPPO,4,196608,-2608.28815249882
IPPO,4,208896,-2638.124172783784
IPPO,4,217088,-2636.173913669313
IPPO,4,229376,-2606.5105525123195
IPPO,4,237568,-2610.2571759918656
IPPO,4,249856,-2649.4121302604194
IPPO,4,258048,-2667.9270968048763
IPPO,4,270336,-2608.8011446723635
IPPO,4,278528,-2650.0237187860453
IPPO,4,290816,-2655.140061873949
IPPO,4,299008,-2658.441781433484
IPPO,4,311296,-2653.453299643677
IPPO,4,319488,-2640.481886674272
IPPO,4,331776,-2637.9356707876827
IPPO,4,339968,-2645.291766405526
IPPO,4,352256,-2632.855702558053
IPPO,4,360448,-2638.6193483786587
IPPO,4,372736,-2665.72588054044
IPPO,4,380928,-2630.553914551715
IPPO,4,393216,-2609.871896501229
IPPO,4,401408,-2631.9566463217566
IPPO,4,413696,-2635.3147208755195
IPPO,4,421888,-2643.050896995478
IPPO,4,434176,-2614.856666187949
IPPO,4,442368,-2604.994391248301
IPPO,4,454656,-2594.9898754825667
IPPO,4,462848,-2600.9416982196785
IPPO,4,475136,-2560.465593735026
IPPO,4,483328,-2599.031469590952
IPPO,4,495616,-2610.1607209175504
IPPO,4,503808,-2560.14876056699
IPPO,4,516096,-2598.0391652598582
IPPO,4,524288,-2603.390323903757
IPPO,4,536576,-2601.0408656201407
IPPO,4,544768,-2606.514420770059
IPPO,4,557056,-2541.420659968838
IPPO,4,565248,-2624.1221950392005
IPPO,4,577536,-2626.3096845075606
IPPO,4,585728,-2548.888621944519
IPPO,4,598016,-2636.7204267283355
IPPO,4,606208,-2557.090521310742
IPPO,4,618496,-2625.982691806999
IPPO,4,626688,-2627.115972384371
IPPO,4,638976,-2561.5745502732098
IPPO,4,647168,-2618.44286073796
IPPO,4,659456,-2540.6221496196345
IPPO,4,667648,-2552.382253409108
IPPO,4,679936,-2549.6960032622046
IPPO,4,688128,-2539.78640856089
IPPO,4,700416,-2548.4699063254857
IPPO,4,708608,-2556.8495052279627
IPPO,4,720896,-2587.3572045629944
IPPO,4,729088,-2587.1811630777856
IPPO,4,741376,-2596.7322706661503
IPPO,4,749568,-2597.0219263234967
IPPO,4,761856,-2572.5899985530355
IPPO,4,770048,-2580.6118354590644
IPPO,4,782336,-2598.093702190416
IPPO,4,790528,-2626.781897974476
IPPO,4,802816,-2606.714974467201
IPPO,4,811008,-2614.461757859942
IPPO,4,823296,-2603.9555836099007
IPPO,4,831488,-2608.142338691514
IPPO,4,843776,-2620.3064387829204
IPPO,4,851968,-2621.12528531664
IPPO,4,864256,-2564.3807431336086
IPPO,4,872448,-2628.448260363095
IPPO,4,884736,-2554.7300082497954
IPPO,4,892928,-2545.7640826624875
IPPO,4,905216,-2558.641060094194
IPPO,4,913408,-2652.790129859216
IPPO,4,925696,-2663.2041904003777
IPPO,4,933888,-2666.776688465322
IPPO,4,946176,-2563.84508898112
IPPO,4,954368,-2561.459429467324
IPPO,4,966656,-2666.2326029720907
IPPO,4,974848,-2558.3367103254845
IPPO,4,987136,-2636.741305084075
IPPO,4,995328,-2562.670716185325
IPPO,4,1007616,-2563.3659683867736
IPPO,4,1015808,-2563.343673451635
IPPO,4,1028096,-2642.906852634225
IPPO,4,1036288,-2658.67709828688
IPPO,4,1048576,-2674.442386548914
IPPO,4,1056768,-2665.8907115933675
IPPO,4,1069056,-2681.5767102596246
IPPO,4,1077248,-2701.125412807503
IPPO,4,1089536,-2711.66649637626
IPPO,4,1097728,-2732.66672428597
IPPO,4,1110016,-2565.1011423484347
IPPO,4,1118208,-2570.556576432244
IPPO,4,1130496,-2769.211386571513
IPPO,4,1138688,-2580.51438458766
IPPO,4,1150976,-2750.732362280883
IPPO,4,1159168,-2753.658910584873
IPPO,4,1171456,-2779.3455065256417
IPPO,4,1179648,-2636.437406968465
IPPO,4,1191936,-2774.895014202854
IPPO,4,1200128,-2643.166128009152
IPPO,4,1212416,-2746.0672835176606
IPPO,4,1220608,-2736.4462043717504
IPPO,4,1232896,-2716.943436628318
IPPO,4,1241088,-2632.2849739068506
IPPO,4,1253376,-2618.3219869141126
IPPO,4,1261568,-2692.7896602524293
IPPO,4,1273856,-2680.59406305097
IPPO,4,1282048,-2670.131488363075
IPPO,4,1294336,-2624.512447011723
IPPO,4,1302528,-2628.696139850064
IPPO,4,1314816,-2614.9131700606945
IPPO,4,1323008,-2657.798673105088
IPPO,4,1335296,-2630.762541808157
IPPO,4,1343488,-2663.560724318659
IPPO,4,1355776,-2668.6739689288406
IPPO,4,1363968,-2673.1148051540745
IPPO,4,1376256,-2658.7696420420307
IPPO,4,1384448,-2652.480742327507
IPPO,4,1396736,-2650.8093858036764
IPPO,4,1404928,-2652.833768696709
IPPO,4,1417216,-2680.6407994804163
IPPO,4,1425408,-2689.565978252294
IPPO,4,1437696,-2684.4313340040985
IPPO,4,1445888,-2679.462118602267
IPPO,4,1458176,-2647.0532299961505
IPPO,4,1466368,-2656.9515035317686
IPPO,4,1478656,-2647.841476699227
IPPO,4,1486848,-2658.8703559160185
IPPO,4,1499136,-2644.164312362363
IPPO,4,1507328,-2644.529973042295
IPPO,4,1519616,-2640.479735448924
IPPO,4,1527808,-2632.4663248339307
IPPO,4,1540096,-2653.390804964356
IPPO,4,1548288,-2657.1596635379096
IPPO,4,1560576,-2646.380159720215
IPPO,4,1568768,-2632.328275255734
IPPO,4,1581056,-2615.188415320917
IPPO,4,1589248,-2621.948247057791
IPPO,4,1601536,-2638.509537742016
IPPO,4,1609728,-2599.449794787511
IPPO,4,1622016,-2598.356962684008
IPPO,4,1630208,-2582.598785670072
IPPO,4,1642496,-2584.3838079289067
IPPO,4,1650688,-2578.324023218184
IPPO,4,1662976,-2576.2069435362173
IPPO,4,1671168,-2572.812116971839
IPPO,4,1683456,-2572.7596255183
IPPO,4,1691648,-2559.746641808168
IPPO,4,1703936,-2515.5759763419096
IPPO,4,1712128,-2579.3580774693337
IPPO,4,1724416,-2582.0290423020188
IPPO,4,1732608,-2583.8329415666667
IPPO,4,1744896,-2565.855820127152
IPPO,4,1753088,-2565.1554431515383
IPPO,4,1765376,-2552.0325398666832
IPPO,4,1773568,-2543.553855344552
IPPO,4,1785856,-2558.0276125511214
IPPO,4,1794048,-2562.7895373396445
IPPO,4,1806336,-2447.32364532837
IPPO,4,1814528,-2418.345231319472
IPPO,4,1826816,-2417.287447352633
IPPO,4,1835008,-2585.468542264432
IPPO,4,1847296,-2376.0265510121635
IPPO,4,1855488,-2589.164451146978
IPPO,4,1867776,-2604.472646197883
IPPO,4,1875968,-2600.9453083231
IPPO,4,1888256,-2383.714559424066
IPPO,4,1896448,-2623.7205037065924
IPPO,4,1908736,-2429.946669466284
IPPO,4,1916928,-2636.0035373686737
IPPO,4,1929216,-2636.218255195324
IPPO,4,1937408,-2647.3249866589617
IPPO,4,1949696,-2665.645013560977
IPPO,4,1957888,-2496.0059062244054
IPPO,4,1970176,-2525.7021132018267
IPPO,4,1978368,-2524.207925999555
IPPO,4,1990656,-2648.575231749788
IPPO,4,1998848,-2539.941553255024
IPPO,4,2011136,-2663.50244616856
IPPO,4,2019328,-2651.2323428180634
IPPO,4,2031616,-2549.078656432197
IPPO,4,2039808,-2652.228115669957
IPPO,4,2052096,-2657.622110954906
IPPO,4,2060288,-2567.4180741593
IPPO,4,2072576,-2589.4117372823453
IPPO,4,2080768,-2587.6923405990915
IPPO,4,2093056,-2602.0203520611944
IPPO,4,2101248,-2596.9531090026226
IPPO,4,2113536,-2627.153048388899
IPPO,4,2121728,-2602.666821371203
IPPO,4,2134016,-2587.600894149237
IPPO,4,2142208,-2568.989591063096
IPPO,4,2154496,-2583.377338446857
IPPO,4,2162688,-2572.888108340978
IPPO,4,2174976,-2576.716873748683
IPPO,4,2183168,-2581.131657551697
IPPO,4,2195456,-2576.4956626473104
IPPO,4,2203648,-2583.4892481790143
IPPO,4,2215936,-2593.380192479498
IPPO,4,2224128,-2593.809612678079
IPPO,4,2236416,-2642.0336447491463
IPPO,4,2244608,-2671.52912775612
IPPO,4,2256896,-2680.966422542749
IPPO,4,2265088,-2602.976239059593
IPPO,4,2277376,-2695.064236589404
IPPO,4,2285568,-2594.4007025089013
IPPO,4,2297856,-2676.742553715301
IPPO,4,2306048,-2676.5191819601123
IPPO,4,2318336,-2664.457427811578
