algorithm,seed,timestep,reward
MAPPO,0,3250000,-1404.0062118755088
MAPPO,0,3260000,-1309.24719408087
MAPPO,0,3270000,-1252.8730089560613
MAPPO,0,3280000,-1153.8856343447364
MAPPO,0,3290000,-1216.615022100689
MAPPO,0,3300000,-1244.55650776991
MAPPO,0,3310000,-1295.0779028099016
MAPPO,0,3320000,-1293.8284744196092
MAPPO,0,3330000,-1305.7157542167702
MAPPO,0,3340000,-1350.689838487138
MAPPO,0,3350000,-1121.7974895041716
MAPPO,0,3360000,-1312.8919325659506
MAPPO,0,3370000,-1185.816483474665
MAPPO,0,3380000,-1388.8083222710668
MAPPO,0,3390000,-1224.8052376743285
MAPPO,0,3400000,-1225.403499856311
MAPPO,0,3410000,-1237.2790208599583
MAPPO,0,3420000,-1296.72237813027
MAPPO,0,3430000,-1329.35486896387
MAPPO,0,3440000,-1266.1620763909852
MAPPO,0,3450000,-1213.18497865254
MAPPO,0,3460000,-1221.6062651509155
MAPPO,0,3470000,-1381.8994007694746
MAPPO,0,3480000,-1396.2080891705127
MAPPO,0,3490000,-1221.1268315659652
MAPPO,0,3500000,-1300.6387957864392
MAPPO,0,3510000,-1372.18680746441
MAPPO,0,3520000,-1216.5732619975995
MAPPO,0,3530000,-1293.6036632744656
MAPPO,0,3540000,-1395.0362137745608
MAPPO,0,3550000,-1472.5594147210522
MAPPO,0,3560000,-1285.2202838238256
MAPPO,0,3570000,-1253.2813288316945
MAPPO,0,3580000,-1263.2244488683375
MAPPO,0,3590000,-1253.0904861279898
MAPPO,0,3600000,-1255.2685195456363
MAPPO,0,3610000,-1362.2089207788174
MAPPO,0,3620000,-1263.4495949541106
MAPPO,0,3630000,-1313.3574785474316
MAPPO,0,3640000,-1448.2489175007654
MAPPO,0,3650000,-1304.6562697143972
MAPPO,0,3660000,-1231.4675967539183
MAPPO,0,3670000,-1334.580307120342
MAPPO,0,3680000,-1232.2174449136126
MAPPO,0,3690000,-1331.4879708833012
MAPPO,0,3700000,-1426.1223978654089
MAPPO,0,3710000,-1346.7791375216143
MAPPO,0,3720000,-1409.5363965079296
MAPPO,0,3730000,-1336.192618260701
MAPPO,0,3740000,-1182.1426849648783
MAPPO,0,3750000,-1484.7458808495392
MAPPO,0,3760000,-1167.4262705730855
MAPPO,0,3770000,-1463.590531005324
MAPPO,0,3780000,-1314.171955828835
MAPPO,0,3790000,-1331.2149186463607
MAPPO,0,3800000,-1367.3843791869836
MAPPO,0,3810000,-1347.071024203024
MAPPO,0,3820000,-1337.5101048342422
MAPPO,0,3830000,-1197.0561520586095
MAPPO,0,3840000,-1337.5833854177852
MAPPO,0,3850000,-1308.168389464104
MAPPO,0,3860000,-1166.0065621123413
MAPPO,0,3870000,-1244.6434873515398
MAPPO,0,3880000,-1305.0129431009489
MAPPO,0,3890000,-1223.9024067365508
MAPPO,0,3900000,-1472.5516977612397
MAPPO,0,3910000,-1226.404481927534
MAPPO,0,3920000,-1223.0644628295631
MAPPO,0,3930000,-1307.5107794161856
MAPPO,0,3940000,-1285.1123833575336
MAPPO,0,3950000,-1350.930206422447
MAPPO,0,3960000,-994.1953901635366
MAPPO,0,3970000,-1315.9333056754751
MAPPO,0,3980000,-1416.9172784963466
MAPPO,0,3990000,-1442.626524594063
MAPPO,0,4000000,-1271.3090238402744
MAPPO,0,4010000,-1335.6906832332013
MAPPO,0,4020000,-1278.82386459972
MAPPO,0,4030000,-1245.3825871469496
MAPPO,0,4040000,-1245.4182438764572
MAPPO,0,4050000,-1275.4739245180926
MAPPO,0,4060000,-1168.597593180674
MAPPO,0,4070000,-1150.3295946453993
MAPPO,0,4080000,-1201.856695800698
MAPPO,0,4090000,-1249.8353376250434
MAPPO,0,4100000,-1119.6371008327687
MAPPO,0,4110000,-1144.5640870804257
MAPPO,0,4120000,-1230.3624565086454
MAPPO,0,4130000,-1165.6549365101946
MAPPO,0,4140000,-1102.6787857126228
MAPPO,0,4150000,-1144.5798185855583
MAPPO,0,4160000,-1297.0911318801616
MAPPO,0,4170000,-1350.9032632094172
MAPPO,0,4180000,-1204.7399355376942
MAPPO,0,4190000,-1190.0987671689247
MAPPO,0,4200000,-1219.9911410559855
MAPPO,0,4210000,-1291.5554357600354
MAPPO,0,4220000,-1312.8399530273591
MAPPO,0,4230000,-1315.076114622067
MAPPO,0,4240000,-1182.4386702422703
MAPPO,0,4250000,-1228.6580999315777
MAPPO,0,4260000,-1159.3060412970974
MAPPO,0,4270000,-1303.7023006508052
MAPPO,0,4280000,-1294.2528627357844
MAPPO,0,4290000,-1113.133404537945
MAPPO,0,4300000,-1248.5030703337627
MAPPO,0,4310000,-1226.4899757474427
MAPPO,0,4320000,-1176.0168647708056
MAPPO,0,4330000,-1242.2166227579646
MAPPO,0,4340000,-1178.6911162221345
MAPPO,0,4350000,-1223.7737214577917
MAPPO,0,4360000,-1364.649900884409
MAPPO,0,4370000,-1186.1650384601649
MAPPO,0,4380000,-1253.008621132374
MAPPO,0,4390000,-1199.76214706896
MAPPO,0,4400000,-1155.558118166451
MAPPO,0,4410000,-1419.489565493304
MAPPO,0,4420000,-1366.1566105634142
MAPPO,0,4430000,-1307.5586277229509
MAPPO,0,4440000,-1201.3343014122431
MAPPO,0,4450000,-1428.1972842142306
MAPPO,0,4460000,-1260.967463666089
MAPPO,0,4470000,-1334.7792048199092
MAPPO,0,4480000,-1346.1104869080434
MAPPO,0,4490000,-1359.295211997215
MAPPO,0,4500000,-1202.3346870080345
MAPPO,0,4510000,-1335.465569074748
MAPPO,0,4520000,-1238.4928070724936
MAPPO,0,4530000,-1331.8793769736228
MAPPO,0,4540000,-1158.1421859728305
MAPPO,0,4550000,-1250.5210905578474
MAPPO,0,4560000,-1489.2776227495704
MAPPO,0,4570000,-1279.9850232451918
MAPPO,0,4580000,-1312.4405422571813
MAPPO,0,4590000,-1254.3148545174984
MAPPO,0,4600000,-1319.469362045712
MAPPO,0,4610000,-1243.3405979301413
MAPPO,0,4620000,-1180.430362840066
MAPPO,0,4630000,-1214.1945111817329
MAPPO,0,4640000,-1301.834285332032
MAPPO,0,4650000,-1152.4302455658783
MAPPO,0,4660000,-1202.857606589146
MAPPO,0,4670000,-1166.690958796583
MAPPO,0,4680000,-1334.0690131608976
MAPPO,0,4690000,-1190.2800669120534
MAPPO,0,4700000,-1317.3857350796509
MAPPO,0,4710000,-1321.7474708619386
MAPPO,0,4720000,-1199.474434611159
MAPPO,0,4730000,-1314.0569154983384
MAPPO,0,4740000,-1275.4758931476208
MAPPO,0,4750000,-1287.6280689281848
MAPPO,0,4760000,-1177.7820507607296
MAPPO,0,4770000,-1239.1713979905887
MAPPO,0,4780000,-1329.502591397147
MAPPO,0,4790000,-1308.19418416006
MAPPO,0,4800000,-1217.345791406657
MAPPO,0,4810000,-1240.8458652415889
MAPPO,0,4820000,-1254.8646215270155
MAPPO,0,4830000,-1169.2290893892575
MAPPO,0,4840000,-1230.2139182875203
MAPPO,0,4850000,-1244.5646751337467
MAPPO,0,4860000,-1257.71568043666
MAPPO,0,4870000,-1326.8162330494513
MAPPO,0,4880000,-1196.5937155812612
MAPPO,0,4890000,-1178.5297912217875
MAPPO,0,4900000,-1059.167996321892
MAPPO,0,4910000,-1317.3288896452586
MAPPO,0,4920000,-1140.7318484278535
MAPPO,0,4930000,-1266.1276760043654
MAPPO,0,4940000,-1190.945329526379
MAPPO,0,4950000,-1048.6103691752578
MAPPO,0,4960000,-1186.76696882663
MAPPO,0,4970000,-1408.97397225666
MAPPO,0,4980000,-1249.0076435757203
MAPPO,0,4990000,-1211.0021202955363
MAPPO,0,5000000,-1264.5628555697172
MAPPO,1,10000,-1177.0729445205295
MAPPO,1,20000,-1304.7249878925063
MAPPO,1,30000,-1369.7447207587709
MAPPO,1,40000,-1302.7692096652108
MAPPO,1,50000,-1381.4868591057896
MAPPO,1,60000,-1408.2978504783
MAPPO,1,70000,-1399.5462393745936
MAPPO,1,80000,-1275.3374567180267
MAPPO,1,90000,-1376.5629156941186
MAPPO,1,100000,-1457.2633323822945
MAPPO,1,110000,-1310.4450789524606
MAPPO,1,120000,-1310.3663425835962
MAPPO,1,130000,-1217.210457801467
MAPPO,1,140000,-1316.3959962366944
MAPPO,1,150000,-1354.5923295508023
MAPPO,1,160000,-1460.8678366613474
MAPPO,1,170000,-1257.7962729516844
MAPPO,1,180000,-1384.3173438878594
MAPPO,1,190000,-1354.7512309297288
MAPPO,1,200000,-1418.856672630349
MAPPO,1,210000,-1426.8937149564156
MAPPO,1,220000,-1358.8074136412265
MAPPO,1,230000,-1186.385373849076
MAPPO,1,240000,-1252.3782762654166
MAPPO,1,250000,-1370.9016936853
MAPPO,1,260000,-1360.2142523617763
MAPPO,1,270000,-1341.7742736780435
MAPPO,1,280000,-1347.7939511159825
MAPPO,1,290000,-1311.793820516002
MAPPO,1,300000,-1281.4270780583763
MAPPO,1,310000,-1273.7907768430491
MAPPO,1,320000,-1326.7067665413813
MAPPO,1,330000,-1600.6688172283189
MAPPO,1,340000,-1149.701780153793
MAPPO,1,350000,-1209.3762146497904
MAPPO,1,360000,-1392.1847321463883
MAPPO,1,370000,-1280.7277364776264
MAPPO,1,380000,-1120.5890348537573
MAPPO,1,390000,-1364.154201411003
MAPPO,1,400000,-1305.307015657688
MAPPO,1,410000,-1240.945674555746
MAPPO,1,420000,-1168.048555093864
MAPPO,1,430000,-1465.9149121669377
MAPPO,1,440000,-1362.127869119882
MAPPO,1,450000,-1253.6542552472356
MAPPO,1,460000,-1322.5805433251487
MAPPO,1,470000,-1348.0875906222238
MAPPO,1,480000,-1362.8928217546102
MAPPO,1,490000,-1196.3197179318984
MAPPO,1,500000,-1321.1059227006222
MAPPO,1,510000,-1183.4336795372135
MAPPO,1,520000,-1271.4647856881372
MAPPO,1,530000,-1171.163194246135
MAPPO,1,540000,-1342.8211751190547
MAPPO,1,550000,-1229.257703654527
MAPPO,1,560000,-1346.9907383283282
MAPPO,1,570000,-1181.3677023094936
MAPPO,1,580000,-1192.36005482625
MAPPO,1,590000,-1224.9782783385715
MAPPO,1,600000,-1149.351049990781
MAPPO,1,610000,-1334.5551782728016
MAPPO,1,620000,-1356.3979727861504
MAPPO,1,630000,-1290.6803770637218
MAPPO,1,640000,-1388.830345964671
MAPPO,1,650000,-1279.5329838375812
MAPPO,1,660000,-1330.1863680345696
MAPPO,1,670000,-1139.67576351628
MAPPO,1,680000,-1150.7436790140057
MAPPO,1,690000,-1323.969915428469
MAPPO,1,700000,-1420.80971417856
MAPPO,1,710000,-1286.9594365649175
MAPPO,1,720000,-1382.619517205848
MAPPO,1,730000,-1074.2886833509715
MAPPO,1,740000,-1298.164178094507
MAPPO,1,750000,-1352.2479976944192
MAPPO,1,760000,-1261.6769184657423
MAPPO,1,770000,-1071.8489208887515
MAPPO,1,780000,-1395.2447994273973
MAPPO,1,790000,-1289.902330185438
MAPPO,1,800000,-1176.204594549262
MAPPO,1,810000,-1160.6387691365312
MAPPO,1,820000,-1206.946169798868
MAPPO,1,830000,-1215.0034121257374
MAPPO,1,840000,-1220.1505030686671
MAPPO,1,850000,-1196.7805358855362
MAPPO,1,860000,-1372.7089522010442
MAPPO,1,870000,-1137.3661313177397
MAPPO,1,880000,-1171.5534471206222
MAPPO,1,890000,-1410.7448827131625
MAPPO,1,900000,-1332.0180306509603
MAPPO,1,910000,-1587.894635748443
MAPPO,1,920000,-1314.0762735810792
MAPPO,1,930000,-1199.2255409174302
MAPPO,1,940000,-1273.4584373141065
MAPPO,1,950000,-1272.386126675911
MAPPO,1,960000,-1253.3689996710534
MAPPO,1,970000,-1247.4336295407563
MAPPO,1,980000,-1389.8395610867956
MAPPO,1,990000,-1250.813636175139
MAPPO,1,1000000,-1208.5474806925558
MAPPO,1,1010000,-1263.0074007178805
MAPPO,1,1020000,-1124.0447537121324
MAPPO,1,1030000,-1197.7051833282328
MAPPO,1,1040000,-1217.368929447436
MAPPO,1,1050000,-1443.6816454630784
MAPPO,1,1060000,-1336.8479422394726
MAPPO,1,1070000,-1328.4888546301158
MAPPO,1,1080000,-1301.341126837949
MAPPO,1,1090000,-1225.0690072527054
MAPPO,1,1100000,-1167.7335937775638
MAPPO,1,1110000,-1291.9031120438224
MAPPO,1,1120000,-1318.5778755921322
MAPPO,1,1130000,-1287.7359536380525
MAPPO,1,1140000,-1219.2505260560647
MAPPO,1,1150000,-1378.8066208089872
MAPPO,1,1160000,-1226.5413551253594
MAPPO,1,1170000,-1315.2984933194173
MAPPO,1,1180000,-1188.3451911308184
MAPPO,1,1190000,-1302.1452907020655
MAPPO,1,1200000,-1073.5232397853142
MAPPO,1,1210000,-1341.3973853350174
MAPPO,1,1220000,-1251.115135311149
MAPPO,1,1230000,-1240.78144902592
MAPPO,1,1240000,-1313.7207673076675
MAPPO,1,1250000,-1340.0555413320672
MAPPO,1,1260000,-1215.4215892542177
MAPPO,1,1270000,-1385.893286162969
MAPPO,1,1280000,-1273.9808120023197
MAPPO,1,1290000,-1399.5670772879243
MAPPO,1,1300000,-1378.1246331100388
MAPPO,1,1310000,-1317.4117560611617
MAPPO,1,1320000,-1239.3708147004988
MAPPO,1,1330000,-1260.803519398759
MAPPO,1,1340000,-1333.180336290576
MAPPO,1,1350000,-1289.8312978028252
MAPPO,1,1360000,-1453.0585064208806
MAPPO,1,1370000,-1161.3126050240749
MAPPO,1,1380000,-1235.906985721202
MAPPO,1,1390000,-1382.8685901129393
MAPPO,1,1400000,-1396.448974946933
MAPPO,1,1410000,-1396.5611656475924
MAPPO,1,1420000,-1195.6143737702284
MAPPO,1,1430000,-1321.8194005901707
MAPPO,1,1440000,-1240.1229808932037
MAPPO,1,1450000,-1318.0292928891604
MAPPO,1,1460000,-1381.8721175757005
MAPPO,1,1470000,-1170.9898856817372
MAPPO,1,1480000,-1196.5493627772053
MAPPO,1,1490000,-1282.671796616372
MAPPO,1,1500000,-1390.093238996779
MAPPO,1,1510000,-1317.877354000666
