algorithm,seed,timestep,reward
IPPO,0,1081344,-2343.793957377093
IPPO,0,1085440,-2345.8700009473805
IPPO,0,1089536,-2353.82318929394
IPPO,0,1093632,-2342.890138786024
IPPO,0,1097728,-2345.7430217390392
IPPO,0,1101824,-2347.1137468492234
IPPO,0,1105920,-2349.866718198556
IPPO,0,1110016,-2346.9118191310317
IPPO,0,1114112,-2352.464534608677
IPPO,0,1118208,-2348.7798478053883
IPPO,0,1122304,-2354.2494443090945
IPPO,0,1126400,-2350.322431470823
IPPO,0,1130496,-2343.8761078039715
IPPO,0,1134592,-2340.950101980937
IPPO,0,1138688,-2336.3222702121498
IPPO,0,1142784,-2327.063134998888
IPPO,0,1146880,-2325.6268686317267
IPPO,0,1150976,-2324.928061516642
IPPO,0,1155072,-2333.974268012843
IPPO,0,1159168,-2323.5348377112905
IPPO,0,1163264,-2316.272477224269
IPPO,0,1167360,-2318.5618742564784
IPPO,0,1171456,-2313.90858477062
IPPO,0,1175552,-2329.566166115047
IPPO,0,1179648,-2336.677753904162
IPPO,0,1183744,-2334.916194906428
IPPO,0,1187840,-2328.1838742917835
IPPO,0,1191936,-2326.3409026448394
IPPO,0,1196032,-2319.999570462025
IPPO,0,1200128,-2321.4724125715406
IPPO,0,1204224,-2319.332286007308
IPPO,0,1208320,-2329.1256942390364
IPPO,0,1212416,-2332.3439346292544
IPPO,0,1216512,-2318.509330488808
IPPO,0,1220608,-2317.393517907225
IPPO,0,1224704,-2311.6747604366115
IPPO,0,1228800,-2311.1055104383254
IPPO,0,1232896,-2317.521161701944
IPPO,0,1236992,-2324.627400804542
IPPO,0,1241088,-2326.609074064545
IPPO,0,1245184,-2329.66940643653
IPPO,0,1249280,-2341.023141556012
IPPO,0,1253376,-2335.9473964697863
IPPO,0,1257472,-2335.9595488250834
IPPO,0,1261568,-2344.112427996408
IPPO,0,1265664,-2345.7727194692525
IPPO,0,1269760,-2342.7527236839096
IPPO,0,1273856,-2340.6099023510537
IPPO,0,1277952,-2333.3138075384927
IPPO,0,1282048,-2338.000383694105
IPPO,0,1286144,-2347.0858942717155
IPPO,0,1290240,-2348.4697198872364
IPPO,0,1294336,-2356.0374053149444
IPPO,0,1298432,-2360.742362046667
IPPO,0,1302528,-2360.2841482482168
IPPO,0,1306624,-2362.977460959617
IPPO,0,1310720,-2371.226541104662
IPPO,0,1314816,-2373.16301708128
IPPO,0,1318912,-2372.701629589008
IPPO,0,1323008,-2377.698491990823
IPPO,0,1327104,-2374.0419583160237
IPPO,0,1331200,-2375.282998004253
IPPO,0,1335296,-2374.0943305379024
IPPO,0,1339392,-2369.731161694379
IPPO,0,1343488,-2368.4354964287604
IPPO,0,1347584,-2359.646158317617
IPPO,0,1351680,-2366.0090168180013
IPPO,0,1355776,-2380.846843050765
IPPO,0,1359872,-2383.773730976776
IPPO,0,1363968,-2396.378731555177
IPPO,0,1368064,-2406.747638034575
IPPO,0,1372160,-2405.73583269746
IPPO,0,1376256,-2415.245706318005
IPPO,0,1380352,-2426.1539716527463
IPPO,0,1384448,-2433.289142666749
IPPO,0,1388544,-2442.352485232919
IPPO,0,1392640,-2437.079189216226
IPPO,0,1396736,-2438.2571130424344
IPPO,0,1400832,-2441.3058481681464
IPPO,0,1404928,-2438.521555632017
IPPO,0,1409024,-2440.1541860161124
IPPO,0,1413120,-2437.614502550315
IPPO,0,1417216,-2448.97581518733
IPPO,0,1421312,-2464.642517411563
IPPO,0,1425408,-2467.8366732104946
IPPO,0,1429504,-2480.651275683116
IPPO,0,1433600,-2486.007408951516
IPPO,0,1437696,-2491.1368014548084
IPPO,0,1441792,-2503.3676922695627
IPPO,0,1445888,-2508.503652011484
IPPO,0,1449984,-2507.2565910278718
IPPO,0,1454080,-2511.113248105842
IPPO,0,1458176,-2511.5904733583407
IPPO,0,1462272,-2506.1422185365973
IPPO,0,1466368,-2504.7070650187075
IPPO,0,1470464,-2501.637153743808
IPPO,0,1474560,-2500.214890219098
IPPO,0,1478656,-2511.1559238390505
IPPO,0,1482752,-2503.3161519038977
IPPO,0,1486848,-2498.5300882884835
IPPO,0,1490944,-2488.479351633784
IPPO,0,1495040,-2487.507819984869
IPPO,0,1499136,-2477.764083409245
IPPO,0,1503232,-2477.6282183325434
IPPO,0,1507328,-2482.2571198210576
IPPO,0,1511424,-2478.0238479425884
IPPO,0,1515520,-2473.7116833217706
IPPO,0,1519616,-2466.1843796384637
IPPO,0,1523712,-2463.406286796765
IPPO,0,1527808,-2462.5009425380467
IPPO,0,1531904,-2448.1395597340997
IPPO,0,1536000,-2445.58046362156
IPPO,0,1540096,-2441.225962244232
IPPO,0,1544192,-2434.0486219407294
IPPO,0,1548288,-2434.093061964789
IPPO,0,1552384,-2430.0666071805567
IPPO,0,1556480,-2427.3413754658627
IPPO,0,1560576,-2426.286959883632
IPPO,0,1564672,-2437.9658517922708
IPPO,0,1568768,-2429.5364147757687
IPPO,0,1572864,-2434.3432798816734
IPPO,0,1576960,-2427.8667708329103
IPPO,0,1581056,-2425.447218603961
IPPO,0,1585152,-2422.2055249221658
IPPO,0,1589248,-2425.457508230799
IPPO,0,1593344,-2429.1894621756587
IPPO,0,1597440,-2430.0797912706403
IPPO,0,1601536,-2436.644816804751
IPPO,0,1605632,-2423.8896475108745
IPPO,0,1609728,-2434.6342777211016
IPPO,0,1613824,-2432.9150176698954
IPPO,0,1617920,-2437.683598514328
IPPO,0,1622016,-2438.7363965818063
IPPO,0,1626112,-2439.696157864829
IPPO,0,1630208,-2445.665919567997
IPPO,0,1634304,-2448.251768251259
IPPO,0,1638400,-2443.3126037518145
IPPO,0,1642496,-2443.1673922836653
IPPO,0,1646592,-2446.7780972121127
IPPO,0,1650688,-2438.6180476285376
IPPO,0,1654784,-2446.0468292833057
IPPO,0,1658880,-2446.054899328549
IPPO,0,1662976,-2436.812961673924
IPPO,0,1667072,-2437.190000142976
IPPO,0,1671168,-2436.7551474333486
IPPO,0,1675264,-2438.931906476071
IPPO,0,1679360,-2438.4563042084965
IPPO,0,1683456,-2441.763827969934
IPPO,0,1687552,-2447.642726435288
IPPO,0,1691648,-2464.27794433986
IPPO,0,1695744,-2472.5952506927933
IPPO,0,1699840,-2496.1685744312144
IPPO,0,1703936,-2499.117192018262
IPPO,0,1708032,-2510.4125938070447
IPPO,0,1712128,-2527.14923238309
IPPO,0,1716224,-2529.2930742384497
IPPO,0,1720320,-2537.79652837706
IPPO,0,1724416,-2540.672572716963
IPPO,0,1728512,-2546.5823153225297
IPPO,0,1732608,-2559.927141421452
IPPO,0,1736704,-2578.719185814387
IPPO,0,1740800,-2592.7845143004984
IPPO,0,1744896,-2599.742762892862
IPPO,0,1748992,-2617.399813876916
IPPO,0,1753088,-2617.2038433002604
IPPO,0,1757184,-2620.4915382058225
IPPO,0,1761280,-2630.536170117793
IPPO,0,1765376,-2637.4210183323366
IPPO,0,1769472,-2641.467048871288
IPPO,0,1773568,-2655.612880389076
IPPO,0,1777664,-2679.0640872823064
IPPO,0,1781760,-2678.0157462583984
IPPO,0,1785856,-2674.872717130804
IPPO,0,1789952,-2678.071542380314
IPPO,0,1794048,-2681.580231034742
IPPO,0,1798144,-2671.533124599423
IPPO,0,1802240,-2675.96111424703
IPPO,0,1806336,-2678.8304297767386
IPPO,0,1810432,-2670.76517132186
IPPO,0,1814528,-2670.7705321084345
IPPO,0,1818624,-2672.5456674186594
IPPO,0,1822720,-2674.195003437614
IPPO,0,1826816,-2678.190230211428
IPPO,0,1830912,-2687.504508924554
IPPO,0,1835008,-2678.25748349469
IPPO,0,1839104,-2684.570984654515
IPPO,0,1843200,-2674.3760529995952
IPPO,0,1847296,-2677.380544032858
IPPO,0,1851392,-2678.9734434337934
IPPO,0,1855488,-2676.6108939799174
IPPO,0,1859584,-2675.75011737406
IPPO,0,1863680,-2678.536235218373
IPPO,0,1867776,-2684.4181775680213
IPPO,0,1871872,-2686.06664666584
IPPO,0,1875968,-2679.255776300637
IPPO,0,1880064,-2673.716073283076
IPPO,0,1884160,-2679.209701329235
IPPO,0,1888256,-2670.8131763217343
IPPO,0,1892352,-2663.50735831088
IPPO,0,1896448,-2658.412936963317
IPPO,0,1900544,-2660.141820142299
IPPO,0,1904640,-2663.3315786387498
IPPO,0,1908736,-2662.1677774935206
IPPO,0,1912832,-2653.96432180414
IPPO,0,1916928,-2668.610055446465
IPPO,0,1921024,-2660.6393391226256
IPPO,0,1925120,-2666.6120006767687
IPPO,0,1929216,-2660.070140518092
IPPO,0,1933312,-2645.0371150392625
IPPO,0,1937408,-2647.337422524321
IPPO,0,1941504,-2632.2589643030283
IPPO,0,1945600,-2634.82788742434
IPPO,0,1949696,-2621.096798949149
IPPO,0,1953792,-2619.8141211195207
IPPO,0,1957888,-2624.934285834284
IPPO,0,1961984,-2618.046271403965
IPPO,0,1966080,-2595.5914236189706
IPPO,0,1970176,-2595.485642709271
IPPO,0,1974272,-2586.9851560552365
IPPO,0,1978368,-2594.09054150474
IPPO,0,1982464,-2593.7849369464543
IPPO,0,1986560,-2589.59796023163
IPPO,0,1990656,-2590.003272053403
IPPO,0,1994752,-2591.335401235856
IPPO,0,1998848,-2582.8049624292603
IPPO,0,2002944,-2581.512863729034
IPPO,0,2007040,-2584.0198058640585
IPPO,0,2011136,-2569.345619602511
IPPO,0,2015232,-2566.4868501601354
IPPO,0,2019328,-2549.883640508002
IPPO,0,2023424,-2540.135200251729
IPPO,0,2027520,-2532.458486859018
IPPO,0,2031616,-2533.2537553880334
IPPO,0,2035712,-2533.469751603666
IPPO,0,2039808,-2532.144787558582
IPPO,0,2043904,-2529.9000036604293
IPPO,0,2048000,-2525.864578928382
IPPO,0,2052096,-2528.6610644242087
IPPO,0,2056192,-2524.990795746997
IPPO,0,2060288,-2524.811743486889
IPPO,0,2064384,-2533.887987500273
IPPO,0,2068480,-2518.307173030932
IPPO,0,2072576,-2513.989751412173
IPPO,0,2076672,-2504.824917535722
IPPO,0,2080768,-2503.9493417208064
IPPO,0,2084864,-2499.0446912421235
IPPO,0,2088960,-2497.9424574049003
IPPO,0,2093056,-2487.417622730734
IPPO,0,2097152,-2499.8442881862225
IPPO,0,2101248,-2493.1943639871984
IPPO,0,2105344,-2485.094783163192
IPPO,0,2109440,-2483.058394534945
IPPO,0,2113536,-2489.217974733552
IPPO,0,2117632,-2488.301686183012
IPPO,0,2121728,-2480.354626421537
IPPO,0,2125824,-2477.277496782801
IPPO,0,2129920,-2478.4999007657543
IPPO,0,2134016,-2474.6732390743828
IPPO,0,2138112,-2478.575025162117
IPPO,0,2142208,-2476.0315020911203
IPPO,0,2146304,-2472.80661672216
IPPO,0,2150400,-2468.77519690785
IPPO,0,2154496,-2467.22434337985
IPPO,0,2158592,-2467.8981062308253
IPPO,0,2162688,-2471.9487883528163
IPPO,0,2166784,-2466.528018118499
IPPO,0,2170880,-2461.2828696837514
IPPO,0,2174976,-2458.0944630070862
IPPO,0,2179072,-2453.6263998460254
IPPO,0,2183168,-2459.480013147425
IPPO,0,2187264,-2459.963370306977
IPPO,0,2191360,-2458.850627052203
IPPO,0,2195456,-2449.100727857045
IPPO,0,2199552,-2443.46499265866
IPPO,0,2203648,-2440.2008481014523
IPPO,0,2207744,-2433.318734904023
IPPO,0,2211840,-2441.4050530961717
IPPO,0,2215936,-2440.79831302355
IPPO,0,2220032,-2449.023081306056
IPPO,0,2224128,-2448.348226808691
IPPO,0,2228224,-2444.3308868775184
IPPO,0,2232320,-2444.055479812452
IPPO,0,2236416,-2437.8878735222606
IPPO,0,2240512,-2435.481365976129
IPPO,0,2244608,-2439.729882856762
IPPO,0,2248704,-2439.279108722026
IPPO,0,2252800,-2443.578882382815
IPPO,0,2256896,-2447.472481145657
IPPO,0,2260992,-2448.784555690881
IPPO,0,2265088,-2449.2211933217327
IPPO,0,2269184,-2461.2540490841257
IPPO,0,2273280,-2466.918945678605
IPPO,0,2277376,-2466.371880900625
IPPO,0,2281472,-2469.8184839948235
IPPO,0,2285568,-2470.0668386530456
IPPO,0,2289664,-2477.0490125136835
IPPO,0,2293760,-2492.515637838615
IPPO,0,2297856,-2500.461055572718
IPPO,0,2301952,-2497.6749831523125
IPPO,0,2306048,-2505.042930816991
IPPO,0,2310144,-2498.2852986093785
IPPO,0,2314240,-2504.580149105486
IPPO,0,2318336,-2493.585784243025
IPPO,0,2322432,-2498.544288682379
IPPO,0,2326528,-2491.6436716450835
IPPO,0,2330624,-2499.0078246273943
IPPO,0,2334720,-2504.5606541615816
IPPO,0,2338816,-2495.7349485007358
IPPO,0,2342912,-2493.41277502552
IPPO,0,2347008,-2494.160615263739
IPPO,0,2351104,-2491.799156359567
IPPO,0,2355200,-2489.1773465949864
IPPO,0,2359296,-2485.8724139796627
IPPO,0,2363392,-2490.494489736184
IPPO,0,2367488,-2488.6973850636173
IPPO,0,2371584,-2488.333082618281
IPPO,0,2375680,-2501.2012955490004
IPPO,0,2379776,-2509.267744692159
IPPO,0,2383872,-2505.826420768807
IPPO,0,2387968,-2505.3571233030657
IPPO,0,2392064,-2497.782446677972
IPPO,0,2396160,-2486.9053190703803
IPPO,0,2400256,-2501.321131962117
IPPO,0,2404352,-2498.9193269035336
IPPO,0,2408448,-2505.646117641388
IPPO,0,2412544,-2502.976775674449
IPPO,0,2416640,-2517.35741393288
IPPO,0,2420736,-2527.9798386160983
IPPO,0,2424832,-2527.328208307204
IPPO,0,2428928,-2538.430970368476
IPPO,0,2433024,-2539.4206079734754
IPPO,0,2437120,-2546.1237116457137
IPPO,0,2441216,-2564.079349053784
IPPO,0,2445312,-2561.9372078875613
IPPO,0,2449408,-2561.1985661714584
IPPO,0,2453504,-2559.0966130106062
IPPO,0,2457600,-2555.593526156218
IPPO,0,2461696,-2556.28921333832
IPPO,0,2465792,-2544.7818225425376
IPPO,0,2469888,-2548.1706081168763
IPPO,0,2473984,-2547.717988192625
IPPO,0,2478080,-2548.974057732667
IPPO,0,2482176,-2549.4556306899044
IPPO,0,2486272,-2553.5786656680634
IPPO,0,2490368,-2554.544978313556
IPPO,0,2494464,-2561.02733152717
IPPO,0,2498560,-2550.9405200495617
IPPO,0,2502656,-2545.26121128694
IPPO,0,2506752,-2540.638545058944
IPPO,0,2510848,-2538.366649790009
IPPO,0,2514944,-2526.155991671623
IPPO,0,2519040,-2522.3250871840496
IPPO,0,2523136,-2523.465289327523
IPPO,0,2527232,-2512.2407077064954
IPPO,0,2531328,-2515.2283119840718
IPPO,0,2535424,-2510.58631582943
IPPO,0,2539520,-2512.684868302129
IPPO,0,2543616,-2510.7389790818534
IPPO,0,2547712,-2514.494495153487
IPPO,0,2551808,-2513.784637058466
IPPO,0,2555904,-2533.667471661055
IPPO,0,2560000,-2547.87059932175
IPPO,0,2564096,-2554.3407652915757
IPPO,0,2568192,-2555.927438732628
IPPO,0,2572288,-2564.5244882204533
IPPO,0,2576384,-2557.2306395440105
IPPO,0,2580480,-2553.967106488695
IPPO,0,2584576,-2556.6999177479897
IPPO,0,2588672,-2553.307905659429
IPPO,0,2592768,-2543.2332765354527
IPPO,0,2596864,-2553.569375709674
IPPO,0,2600960,-2563.779986662405
IPPO,0,2605056,-2566.0549754182966
IPPO,0,2609152,-2576.719829790812
IPPO,0,2613248,-2579.0877324738467
IPPO,0,2617344,-2590.511360584185
IPPO,0,2621440,-2582.647228374212
IPPO,0,2625536,-2591.450821783381
IPPO,0,2629632,-2596.5682710562423
IPPO,0,2633728,-2598.5430604091957
IPPO,0,2637824,-2596.4095791970594
IPPO,0,2641920,-2600.5699092532886
IPPO,0,2646016,-2610.4406604938185
IPPO,0,2650112,-2605.074018357761
IPPO,0,2654208,-2597.0089283700822
IPPO,0,2658304,-2594.4411881441283
IPPO,0,2662400,-2595.74922463177
IPPO,0,2666496,-2597.338110369721
IPPO,0,2670592,-2597.5521957817978
IPPO,0,2674688,-2605.9521992213795
IPPO,0,2678784,-2618.965726005957
IPPO,0,2682880,-2613.622146626472
IPPO,0,2686976,-2612.4220961312312
IPPO,0,2691072,-2618.561444794209
IPPO,0,2695168,-2624.839690882749
IPPO,0,2699264,-2629.315683190327
IPPO,0,2703360,-2621.7157869246143
IPPO,0,2707456,-2625.928458478528
IPPO,0,2711552,-2623.3293377257005
IPPO,0,2715648,-2613.66065979456
IPPO,0,2719744,-2613.562444462495
IPPO,0,2723840,-2607.6080932669465
IPPO,0,2727936,-2611.945643884564
IPPO,0,2732032,-2604.5415874681235
IPPO,0,2736128,-2604.635881877447
IPPO,0,2740224,-2607.313467094801
IPPO,0,2744320,-2614.8127905036467
IPPO,0,2748416,-2615.9132060630664
IPPO,0,2752512,-2633.9104067008566
IPPO,0,2756608,-2620.2574147903874
IPPO,0,2760704,-2623.018309339021
IPPO,0,2764800,-2612.838672454257
IPPO,0,2768896,-2609.9736666806984
IPPO,0,2772992,-2607.654936838353
IPPO,0,2777088,-2598.495080208587
IPPO,0,2781184,-2583.9519114132117
IPPO,0,2785280,-2597.754554535615
IPPO,0,2789376,-2605.506566139561
IPPO,0,2793472,-2626.7974753123667
IPPO,0,2797568,-2614.4295707695787
IPPO,0,2801664,-2614.389940786361
IPPO,0,2805760,-2616.6317659435795
IPPO,0,2809856,-2616.75552671488
IPPO,0,2813952,-2619.254575707905
IPPO,0,2818048,-2636.793578262851
IPPO,0,2822144,-2654.1373554976367
IPPO,0,2826240,-2666.2977652585528
IPPO,0,2830336,-2675.9047371999354
IPPO,0,2834432,-2679.891249715523
IPPO,0,2838528,-2676.2453720697417
IPPO,0,2842624,-2674.0820558636824
IPPO,0,2846720,-2672.506199759056
IPPO,0,2850816,-2675.264300956632
IPPO,0,2854912,-2674.7526111326874
IPPO,0,2859008,-2683.144821219977
IPPO,0,2863104,-2689.6492550100847
IPPO,0,2867200,-2694.049283771906
IPPO,0,2871296,-2692.968727861776
IPPO,0,2875392,-2702.208243918955
IPPO,0,2879488,-2708.8164880432787
IPPO,0,2883584,-2724.1301319134272
IPPO,0,2887680,-2723.470713087686
IPPO,0,2891776,-2707.7359610033272
IPPO,0,2895872,-2693.949470470005
IPPO,0,2899968,-2689.51192913109
IPPO,0,2904064,-2691.5819058984885
IPPO,0,2908160,-2693.8547173382267
IPPO,0,2912256,-2696.297260899928
IPPO,0,2916352,-2714.1984791127006
IPPO,0,2920448,-2711.7183029961784
IPPO,0,2924544,-2691.1476120444
IPPO,0,2928640,-2692.981855659986
IPPO,0,2932736,-2697.9468722718766
IPPO,0,2936832,-2699.792757947844
IPPO,0,2940928,-2711.0742135320384
IPPO,0,2945024,-2716.487990019108
IPPO,0,2949120,-2717.340569051607
IPPO,0,2953216,-2731.630798798065
IPPO,0,2957312,-2733.243561650204
IPPO,0,2961408,-2721.941288636744
IPPO,0,2965504,-2721.1315575288468
IPPO,0,2969600,-2733.810423858129
IPPO,0,2973696,-2752.231668076717
IPPO,0,2977792,-2761.5369524279267
IPPO,0,2981888,-2757.685905090208
IPPO,0,2985984,-2766.835023147372
IPPO,0,2990080,-2771.8077632468503
IPPO,0,2994176,-2769.4620843764774
IPPO,0,2998272,-2785.691920068654
IPPO,0,3002368,-2786.205947280306
IPPO,0,3006464,-2793.4672404023754
IPPO,0,3010560,-2805.0391886263287
IPPO,0,3014656,-2788.5458802866137
IPPO,0,3018752,-2789.241690983472
IPPO,0,3022848,-2786.181793570394
IPPO,0,3026944,-2787.0810012880315
IPPO,0,3031040,-2795.541334329886
IPPO,0,3035136,-2802.1268110812885
IPPO,0,3039232,-2805.3006160562536
IPPO,0,3043328,-2781.3187324033543
IPPO,0,3047424,-2783.821046550828
IPPO,0,3051520,-2785.0717724441392
IPPO,0,3055616,-2778.735253285477
IPPO,0,3059712,-2774.0497714303824
IPPO,0,3063808,-2781.6978157715694
IPPO,0,3067904,-2773.595998356659
IPPO,0,3072000,-2757.086997864889
IPPO,0,3076096,-2746.8600364024755
IPPO,0,3080192,-2751.8960632523813
IPPO,0,3084288,-2740.355261735474
IPPO,0,3088384,-2747.573409032655
IPPO,0,3092480,-2757.9649162681385
IPPO,0,3096576,-2761.0542966300663
IPPO,0,3100672,-2760.660058779022
IPPO,0,3104768,-2757.1587593662425
IPPO,0,3108864,-2761.0893453251083
IPPO,0,3112960,-2766.8756670235416
IPPO,0,3117056,-2766.9020723741583
IPPO,0,3121152,-2764.3962531282923
IPPO,0,3125248,-2787.7832907824977
IPPO,0,3129344,-2793.0246878954017
IPPO,0,3133440,-2787.916532356525
IPPO,0,3137536,-2779.1916910242026
IPPO,0,3141632,-2791.8560370745813
IPPO,0,3145728,-2796.14153055867
IPPO,0,3149824,-2799.282960354199
IPPO,0,3153920,-2796.3941745873253
IPPO,0,3158016,-2826.02475871091
IPPO,0,3162112,-2814.0196182488894
IPPO,0,3166208,-2821.0544526165445
IPPO,0,3170304,-2818.8642164483917
IPPO,0,3174400,-2809.981002199755
IPPO,0,3178496,-2804.8745026080537
IPPO,0,3182592,-2801.525640683438
IPPO,0,3186688,-2802.7050724116693
IPPO,0,3190784,-2799.444481515081
IPPO,0,3194880,-2800.769080209425
IPPO,0,3198976,-2810.507697178381
IPPO,0,3203072,-2807.397257475795
IPPO,0,3207168,-2812.955043635792
IPPO,0,3211264,-2827.95029603765
IPPO,0,3215360,-2819.223009522406
IPPO,0,3219456,-2812.336268842273
IPPO,0,3223552,-2803.699488420463
IPPO,0,3227648,-2805.429855906855
IPPO,0,3231744,-2809.1161939607405
IPPO,0,3235840,-2810.0137660132123
IPPO,0,3239936,-2807.5658297441632
IPPO,0,3244032,-2816.784237876405
IPPO,0,3248128,-2817.035031512621
IPPO,0,3252224,-2812.936889760498
IPPO,0,3256320,-2808.061988703961
IPPO,0,3260416,-2823.569920208141
IPPO,0,3264512,-2833.004244687765
IPPO,0,3268608,-2845.8184353682736
IPPO,0,3272704,-2856.859198071269
IPPO,0,3276800,-2866.239409897784
IPPO,0,3280896,-2872.548701865593
IPPO,0,3284992,-2871.6830039505808
IPPO,0,3289088,-2867.8476367048797
IPPO,0,3293184,-2877.666383249779
IPPO,0,3297280,-2883.263839513151
IPPO,0,3301376,-2882.9324339033537
IPPO,0,3305472,-2893.1658029174146
IPPO,0,3309568,-2874.9416614284705
IPPO,0,3313664,-2871.393281392236
IPPO,0,3317760,-2884.201294501582
IPPO,0,3321856,-2892.735820144542
IPPO,0,3325952,-2886.581693748797
IPPO,0,3330048,-2881.1078447831983
IPPO,0,3334144,-2878.4371464528285
IPPO,0,3338240,-2876.943778459972
IPPO,0,3342336,-2864.5140094126814
IPPO,0,3346432,-2856.0439783368265
IPPO,0,3350528,-2875.1770858440304
IPPO,0,3354624,-2870.864346823172
IPPO,0,3358720,-2871.0815518463
IPPO,0,3362816,-2850.4512888309782
IPPO,0,3366912,-2855.2266215012387
IPPO,0,3371008,-2839.2316042719544
IPPO,0,3375104,-2839.946137498819
IPPO,0,3379200,-2838.2673927792944
IPPO,0,3383296,-2844.8160602703497
IPPO,0,3387392,-2848.207677565581
IPPO,0,3391488,-2837.598593563525
IPPO,0,3395584,-2826.5246773852573
IPPO,0,3399680,-2826.3490322818902
IPPO,0,3403776,-2831.170659341861
IPPO,0,3407872,-2828.7027319830654
IPPO,0,3411968,-2844.7893455672825
IPPO,0,3416064,-2848.056139371618
IPPO,0,3420160,-2841.1857142300446
IPPO,0,3424256,-2830.2816368824338
IPPO,0,3428352,-2841.7779217109446
IPPO,0,3432448,-2835.416333957882
IPPO,0,3436544,-2845.973205179522
IPPO,0,3440640,-2852.9927583032177
IPPO,0,3444736,-2867.3978388976934
IPPO,0,3448832,-2863.3992669749805
IPPO,0,3452928,-2853.2013288787657
IPPO,0,3457024,-2851.618487745439
IPPO,0,3461120,-2860.812526370627
IPPO,0,3465216,-2869.3490630881715
IPPO,0,3469312,-2865.9589418369446
IPPO,0,3473408,-2871.5746989171785
IPPO,0,3477504,-2868.974865775445
IPPO,0,3481600,-2868.096447823887
IPPO,0,3485696,-2862.7236481471164
IPPO,0,3489792,-2857.618723015048
IPPO,0,3493888,-2859.1508046481754
IPPO,0,3497984,-2866.067810640885
IPPO,0,3502080,-2870.6798064499576
IPPO,0,3506176,-2862.798835640112
IPPO,0,3510272,-2864.135471546588
IPPO,0,3514368,-2846.968663135256
IPPO,0,3518464,-2830.8691080482204
IPPO,0,3522560,-2848.9519648415107
IPPO,0,3526656,-2851.5473398749614
IPPO,0,3530752,-2867.952258492989
IPPO,0,3534848,-2866.277534111758
IPPO,0,3538944,-2852.50176837676
IPPO,0,3543040,-2864.341926695324
IPPO,0,3547136,-2869.863136257925
IPPO,0,3551232,-2872.514647420973
IPPO,0,3555328,-2864.326308565474
IPPO,0,3559424,-2864.291468985685
IPPO,0,3563520,-2852.1724489037606
IPPO,0,3567616,-2871.148117779718
IPPO,0,3571712,-2871.4183718725503
IPPO,0,3575808,-2874.1987182941216
IPPO,0,3579904,-2877.9417679148137
IPPO,0,3584000,-2890.138246787425
IPPO,0,3588096,-2889.0970254057333
IPPO,0,3592192,-2895.114484559247
IPPO,0,3596288,-2894.28110661957
IPPO,0,3600384,-2892.1000287504157
IPPO,0,3604480,-2884.000461785254
IPPO,0,3608576,-2887.165696796664
IPPO,0,3612672,-2887.4413387245645
IPPO,0,3616768,-2893.927518627417
IPPO,0,3620864,-2902.219607352358
IPPO,0,3624960,-2911.258359718993
IPPO,0,3629056,-2897.2040289038864
IPPO,0,3633152,-2881.851875151487
IPPO,0,3637248,-2880.795987716972
IPPO,0,3641344,-2869.061373639885
IPPO,0,3645440,-2880.5857982156485
IPPO,0,3649536,-2882.121185176108
IPPO,0,3653632,-2880.8102688898384
IPPO,0,3657728,-2874.829679029857
IPPO,0,3661824,-2871.809317622238
IPPO,0,3665920,-2872.7741294605653
IPPO,0,3670016,-2858.079605019944
IPPO,0,3674112,-2851.09858331903
IPPO,0,3678208,-2857.7066404928137
IPPO,0,3682304,-2855.512900396174
IPPO,0,3686400,-2851.6303190847407
IPPO,0,3690496,-2841.0682348220475
IPPO,0,3694592,-2835.386898341992
IPPO,0,3698688,-2833.500041468317
IPPO,0,3702784,-2838.426834120733
IPPO,0,3706880,-2827.938792867883
IPPO,0,3710976,-2826.388099350551
IPPO,0,3715072,-2832.083202046831
IPPO,0,3719168,-2824.77540414027
IPPO,0,3723264,-2823.856969788246
IPPO,0,3727360,-2827.5145154250417
IPPO,0,3731456,-2834.6588659709646
IPPO,0,3735552,-2841.449151614065
IPPO,0,3739648,-2842.9741983071067
IPPO,0,3743744,-2841.040086827969
IPPO,0,3747840,-2841.144885016198
IPPO,0,3751936,-2835.405201108432
IPPO,0,3756032,-2844.037963547836
IPPO,0,3760128,-2850.0869595511026
IPPO,0,3764224,-2850.9758552698063
IPPO,0,3768320,-2843.5914111633347
IPPO,0,3772416,-2857.329620888014
IPPO,0,3776512,-2863.7435567715397
IPPO,0,3780608,-2854.7386258571
IPPO,0,3784704,-2846.2984720835866
IPPO,0,3788800,-2856.2258391490304
IPPO,0,3792896,-2869.207919817984
IPPO,0,3796992,-2865.3174670685653
IPPO,0,3801088,-2869.467629985455
IPPO,0,3805184,-2874.7139555982208
IPPO,0,3809280,-2886.774981401273
IPPO,0,3813376,-2884.6461905197416
IPPO,0,3817472,-2897.463056744348
IPPO,0,3821568,-2891.6927145054883
IPPO,0,3825664,-2885.2021288988985
IPPO,0,3829760,-2884.193479083707
IPPO,0,3833856,-2875.737950816154
IPPO,0,3837952,-2880.4333497496136
IPPO,0,3842048,-2876.156193539787
IPPO,0,3846144,-2882.7569377885097
IPPO,0,3850240,-2894.952425827058
IPPO,0,3854336,-2896.651573649633
IPPO,0,3858432,-2900.4234554057407
IPPO,0,3862528,-2894.2107929966883
IPPO,0,3866624,-2911.7423367165816
IPPO,0,3870720,-2915.9402147312644
IPPO,0,3874816,-2910.4673671829187
