algorithm,mean_avg_energy_J,mean_avg_latency_ms,mean_load_balance_jain,mean_p99_latency_ms,mean_throughput_tps,std_avg_energy_J,std_avg_latency_ms,std_load_balance_jain,std_p99_latency_ms,std_throughput_tps
Greedy,2.76268019191897,11056.118933427457,0.9999999986523896,19786.5213410856,0.0,0.000966206885166397,3.863975184493932,1.8964335837177513e-12,1.3602749148080284,0.0
MAPPO,3.025570240543076,1801.0450424590829,0.41999999942968513,3258.0693634354457,0.0,1.3624957122211512,922.6200552296244,0.19235384035597436,1669.9952633877624,0.0
